2018-12-11 17:25:57,044 WARN  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Deployment property file not found: null/deployment.properties
2018-12-11 17:25:57,048 INFO  [org.wso2.am.scenario.test.common.APIPublisherRestClient] - Login to Publisher https://localhost:9443/publisher as the user admin
2018-12-11 17:25:58,295 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2018-12-11 17:25:58,295 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false}
2018-12-11 17:25:58,335 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2018-12-11 17:25:58,335 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "api" : {"name" : "8bbf671d-9a16-4fa3-8ca6-aa5d8cd534d3", "version" : "1.0.0", "description" : "This is a API creation description", "endpoint" : "", "wsdl" : "", "tags" : "APICreationTag", "availableTiers" : "Bronze,Gold", "status" : "CREATED", "thumb" : null, "context" : "/3992d345-e8d9-418f-b178-d9d28d6e739a/1.0.0", "lastUpdated" : "1544529358281", "subs" : 0, "templates" : [["/*", "GET", "Any", "Unlimited"]], "sandbox" : "", "tierDescs" : "Allows 1000 requests per minute,Allows 5000 requests per minute", "bizOwner" : "wso2Test", "bizOwnerMail" : "wso2test@gmail.com", "techOwner" : "wso2", "techOwnerMail" : "wso2@gmail.com", "wadl" : "", "visibility" : "public", "roles" : "", "tenants" : "", "epUsername" : "", "epPassword" : "", "endpointTypeSecured" : "false", "provider" : "admin", "transport_http" : "checked", "transport_https" : "checked", "apiStores" : null, "inSequence" : "", "outSequence" : "", "subscriptionAvailability" : "", "subscriptionTenants" : "", "endpointConfig" : "{\"endpoint_type\":\"http\",\"production_endpoints\":{\"config\":null,\"url\":\"http://ws.cdyne.com/phoneverify/phoneverify.asmx\"}}", "responseCache" : "Disabled", "cacheTimeout" : "300", "availableTiersDisplayNames" : "Bronze,Gold", "faultSequence" : "", "destinationStats" : null, "resources" : "[{\"url_pattern\":\"\\/*\",\"http_verbs\":{\"GET\":{\"auth_type\":\"Any\",\"throttling_tier\":\"Unlimited\"}}}]", "scopes" : "[]", "isDefaultVersion" : "true", "implementation" : "ENDPOINT", "environments" : "Production and Sandbox", "productionTps" : "", "sandboxTps" : "", "endpointAuthTypeDigest" : "false", "corsConfiguration" : "{\"corsConfigurationEnabled\":false,\"accessControlAllowOrigins\":[\"*\"],\"accessControlAllowCredentials\":true,\"accessControlAllowHeaders\":[\"Access-Control-Allow-Origin\",\"authorization\",\"Content-Type\"],\"accessControlAllowMethods\":[\"POST\",\"PATCH\",\"GET\",\"DELETE\",\"OPTIONS\",\"PUT\"]}", "hasDefaultVersion" : true, "currentDefaultVersion" : "1.0.0", "availableSubscriptionPolicy" : "", "apiLevelPolicy" : "", "type" : "HTTP", "accessControl" : "all", "accessControlRoles" : "", "additionalProperties" : "{}", "authorizationHeader" : "", "gatewayLabels" : null, "apisecurity_oauth2" : "checked", "apisecurity_mutualssl" : ""}}
2018-12-11 17:25:58,557 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2018-12-11 17:25:58,557 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false}
2018-12-11 17:25:58,762 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2018-12-11 17:25:58,762 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false}
2018-12-12 06:11:10,754 WARN  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Deployment property file not found: null/deployment.properties
